OPEN_TIME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TRADE_VOLUME,CLOSE_TIME,QUOTE_ASSET_VOLUME,TRADE_COUNT,TAKER_BUY_BASE,TAKER_BUY_QUOTE,IGNORE,SYMBOL,PATTERN,MATCH_COUNT,CURRENT_TREND,MAX_PUMP,MAX_DUMP,ETP,PATTERN_RANK,PATTERN_SCORE
2021-02-20,55906.0,56609.14,55322.0,55815.1,20969.03794600,2021-02-20 23:59:59.999,1174249447.67199704,680125,10447.85548400,585138926.79230224,0,BTCUSDT,NO_PATTERN,0.0,99.83740564519013,101.25771831288233,98.95538940364183,3,,
2021-02-20,1955.46,2042.34,1922.51,2022.14,398315.54193000,2021-02-20 23:59:59.999,791589301.08942220,355582,211465.53873000,420905762.98244190,0,ETHUSDT,NO_PATTERN,0.0,103.40993934930911,104.4429443711454,98.31497448170762,3,,
2021-02-20,333.2212,335.0,269.1401,302.7523,4647367.60400000,2021-02-20 23:59:59.999,1385496521.95005680,1327599,2268933.41700000,676711616.02101760,0,BNBUSDT,NO_PATTERN,0.0,90.85625404386035,100.53381957690566,80.76920075913537,1,,
2021-02-20,47.824,49.892,47.41,49.516,559291.08700000,2021-02-20 23:59:59.999,27353052.81622100,41804,277228.00400000,13569584.16191400,0,NEOUSDT,NO_PATTERN,0.0,103.53797256607562,104.3241886918702,99.13432586149213,1,,
2021-02-20,236.45,247.04,230.61,242.73,470313.94503000,2021-02-20 23:59:59.999,113183948.98911950,228101,248734.39698000,59899401.87305650,0,LTCUSDT,NO_PATTERN,0.0,102.65595263269189,104.47874814971453,97.53013322055403,3,,
2021-02-20,7.267,7.391,7.064,7.317,1301627.75900000,2021-02-20 23:59:59.999,9424070.55295900,20525,628897.13600000,4553172.00579400,0,QTUMUSDT,NO_PATTERN,0.0,100.68804183294344,101.70634374569974,97.20655015824961,1,,
2021-02-20,0.92597,1.1,0.91329,1.06241,536253481.49000000,2021-02-20 23:59:59.999,554324167.91574320,511518,280630570.49000000,289775312.87939720,0,ADAUSDT,NO_PATTERN,0.0,114.73481862263357,118.79434538915949,98.63062518224133,1,,
2021-02-20,0.56478,0.58235,0.555,0.5745,291349481.00000000,2021-02-20 23:59:59.999,164665108.09475600,158092,142989764.10000000,80847904.28147000,0,XRPUSDT,NO_PATTERN,0.0,101.72102411558484,103.1109458550232,98.26835227876343,3,,
2021-02-20,5.2265,5.4545,5.1311,5.3905,13913436.83000000,2021-02-20 23:59:59.999,74096307.98325100,107091,6941707.56000000,36982594.50985700,0,EOSUSDT,NO_PATTERN,0.0,103.13785516119776,104.36238400459199,98.17468669281546,3,,
2021-02-20,0.9997,1.0206,0.9993,0.9996,5748783.01000000,2021-02-20 23:59:59.999,5748718.23885600,8181,3707132.79000000,3707720.05983600,0,TUSDUSDT,CDLMATCHINGLOW_Bull,1.0,99.98999699909973,102.09062718815645,99.95998799639891,1,7.0,100.0
2021-02-20,1.4872,1.5348,1.4426,1.51,10211661.17000000,2021-02-20 23:59:59.999,15193441.01813900,35231,5092836.18000000,7580041.72353100,0,IOTAUSDT,NO_PATTERN,0.0,101.53308230231306,103.2006455083378,97.0010758472297,1,,
2021-02-20,0.51278,0.53269,0.50139,0.52799,107507193.20000000,2021-02-20 23:59:59.999,56065172.75723700,86976,53999944.90000000,28161990.28692800,0,XLMUSDT,CDL3OUTSIDE_Bull,2.0,102.96618432856195,103.88275673778229,97.77877452318732,1,34.0,100.0
2021-02-20,1.2633,1.2941,1.2301,1.2764,13376325.03000000,2021-02-20 23:59:59.999,16874674.80265000,32438,6565143.24000000,8287297.42289400,0,ONTUSDT,NO_PATTERN,0.0,101.03696667458244,102.43805905169,97.37196232090555,1,,
2021-02-20,0.0607,0.062,0.05811,0.06134,914878365.80000000,2021-02-20 23:59:59.999,55207802.64719600,76260,441360717.10000000,26641333.62293200,0,TRXUSDT,NO_PATTERN,0.0,101.05436573311368,102.14168039538716,95.73311367380562,1,,
2021-02-20,15.3941,17.4822,15.0179,17.0508,3309117.50000000,2021-02-20 23:59:59.999,54149228.30375500,91104,1809913.30000000,29612458.74751400,0,ETCUSDT,NO_PATTERN,0.0,110.76191527923034,113.56428761668431,97.55620659863193,1,,
2021-02-20,2.2724,2.2856,2.1525,2.2337,5219065.10000000,2021-02-20 23:59:59.999,11501282.87978800,28243,2526031.18000000,5566435.73889300,0,ICXUSDT,CDLXSIDEGAP3METHODS_Bull,1.0,98.29695476148564,100.5808836472452,94.72364020418938,1,27.0,100.0
2021-02-20,0.7168,0.7247,0.6947,0.7229,697892.59000000,2021-02-20 23:59:59.999,492717.79257700,4734,354661.16000000,250716.92042100,0,NULSUSDT,NO_PATTERN,0.0,100.85100446428572,101.10212053571428,96.91685267857143,1,,
2021-02-20,0.053592,0.05677,0.0525,0.056501,808752647.00000000,2021-02-20 23:59:59.999,44276044.28658300,77545,423681061.00000000,23207316.61119200,0,VETUSDT,CDLENGULFING_Bull,1.0,105.42804896253173,105.92998955067921,97.96238244514106,1,84.0,100.0
2021-02-20,0.9995,1.0005,0.9992,0.9997,3821287.78000000,2021-02-20 23:59:59.999,3820072.67927100,2021,1823665.40000000,1823181.48470400,0,PAXUSDT,NO_PATTERN,0.0,100.02001000500249,100.1000500250125,99.96998499249624,1,,
2021-02-20,0.9997,1.0006,0.9995,0.9996,56152840.77000000,2021-02-20 23:59:59.999,56141788.13827800,19311,24038421.48000000,24034949.15239300,0,USDCUSDT,CDLMATCHINGLOW_Bull,1.0,99.98999699909973,100.09002700810241,99.97999399819946,1,7.0,100.0
2021-02-20,34.6846,35.4208,33.7921,35.0631,2458900.55000000,2021-02-20 23:59:59.999,85054108.08972700,92217,1197695.01000000,41449397.17105800,0,LINKUSDT,NO_PATTERN,0.0,101.09126240464066,102.12255583169474,97.42681189922904,3,,
2021-02-20,12.5662,12.8253,12.0,12.703,402205.28000000,2021-02-20 23:59:59.999,5056141.15449600,16194,168660.80000000,2121415.30011400,0,WAVESUSDT,NO_PATTERN,0.0,101.08863459120496,102.06188028202638,95.49426238640162,1,,
2021-02-20,0.0014273,0.0015555,0.0013851,0.0014415,13172752651.00000000,2021-02-20 23:59:59.999,19154511.89579670,61897,6317130072.00000000,9201767.82353740,0,BTTUSDT,NO_PATTERN,0.0,100.99488544804875,108.98199397463742,97.04336859805225,1,,
2021-02-20,0.4487,0.4637,0.4265,0.4455,1923434.56000000,2021-02-20 23:59:59.999,852033.17863000,7249,850876.24000000,377553.46234000,0,ONGUSDT,CDLHIKKAKE_Bear,1.0,99.28682861600178,103.34299086249163,95.05237352351237,1,83.0,100.0
2021-02-20,0.0018535,0.0020423,0.0017533,0.0019776,3495991096.00000000,2021-02-20 23:59:59.999,6641129.69854370,28767,1828142019.00000000,3481530.54763200,0,HOTUSDT,CDL3OUTSIDE_Bull,1.0,106.69544105745888,110.18613434043701,94.59401132991637,1,34.0,100.0
2021-02-20,0.14922,0.154,0.14,0.14986,141903909.90000000,2021-02-20 23:59:59.999,20742826.05439400,54433,70831052.20000000,10358838.63708000,0,ZILUSDT,NO_PATTERN,0.0,100.42889693070633,103.203323951213,93.8212035920118,1,,
2021-02-20,1.56,1.65,1.5149,1.6339,5530057.17000000,2021-02-20 23:59:59.999,8693059.98083700,18832,3075952.41000000,4837673.83014600,0,ZRXUSDT,NO_PATTERN,0.0,104.73717948717949,105.76923076923077,97.10897435897435,1,,
2021-02-20,0.29148,0.30423,0.27648,0.303,21758915.50000000,2021-02-20 23:59:59.999,6275031.21041400,11979,15964017.80000000,4609251.16807600,0,FETUSDT,NO_PATTERN,0.0,103.95224372169616,104.37422807739809,94.85384932070811,1,,
2021-02-20,0.6141,0.625,0.5949,0.6236,10477291.53000000,2021-02-20 23:59:59.999,6408001.73550500,17885,5242999.69000000,3211231.62375200,0,BATUSDT,NO_PATTERN,0.0,101.5469793193291,101.77495521901972,96.87347337567172,1,,
2021-02-20,282.21,288.8,273.26,280.42,43884.90954000,2021-02-20 23:59:59.999,12297763.14320080,26272,21939.22635000,6149603.88971300,0,XMRUSDT,NO_PATTERN,0.0,99.36572056270154,102.33514049821055,96.82860281350769,1,,
2021-02-20,180.2,185.33,175.35,179.75,139222.32885000,2021-02-20 23:59:59.999,25026432.62757580,43952,67328.90934000,12104558.42017810,0,ZECUSDT,NO_PATTERN,0.0,99.75027746947836,102.84683684794673,97.3085460599334,3,,
2021-02-20,0.043598,0.044302,0.041056,0.04405,424306910.00000000,2021-02-20 23:59:59.999,18234951.35800600,33962,200919790.00000000,8639386.96582900,0,IOSTUSDT,NO_PATTERN,0.0,101.03674480480755,101.61475297031974,94.16945731455573,1,,
2021-02-20,0.02107,0.02207,0.02009,0.02191,99727332.70000000,2021-02-20 23:59:59.999,2122784.84798100,11600,45846605.30000000,977018.64755700,0,CELRUSDT,CDLENGULFING_Bull,1.0,103.98671096345515,104.74608448030376,95.34883720930233,1,84.0,100.0
2021-02-20,323.79,326.86,311.76,322.06,88459.54793000,2021-02-20 23:59:59.999,28237516.05408890,38048,46942.41978000,14984224.42929410,0,DASHUSDT,NO_PATTERN,0.0,99.46570307915624,100.94814540288459,96.28462892615583,1,,
2021-02-20,7.2071,7.2882,7.0075,7.2865,370450.52000000,2021-02-20 23:59:59.999,2653442.79312500,10834,173701.67000000,1245073.10759200,0,NANOUSDT,NO_PATTERN,0.0,101.10169138765941,101.12527923852868,97.23050880381847,1,,
2021-02-20,6.5383,6.7748,6.3858,6.7057,1880906.04000000,2021-02-20 23:59:59.999,12352580.09769400,27440,893847.98000000,5865932.67285200,0,OMGUSDT,CDLHIKKAKE_Bull,1.0,102.56029854855238,103.617148188367,97.6675894345625,1,85.0,200.0
2021-02-20,3.70856,3.82391,3.66,3.78583,2726629.00000000,2021-02-20 23:59:59.999,10256163.17376600,24115,1400875.60000000,5272632.00389800,0,THETAUSDT,NO_PATTERN,0.0,102.08355803869966,103.11037168065234,98.69059688935869,1,,
2021-02-20,0.60088,0.60596,0.57444,0.58717,8168555.70000000,2021-02-20 23:59:59.999,4781312.85112900,14396,3624769.40000000,2122978.52100000,0,ENJUSDT,CDLTASUKIGAP_Bull,1.0,97.71834642524297,100.84542670749568,95.59978697909732,1,5.0,100.0
2021-02-20,0.02529,0.026,0.02401,0.02546,28651859.50000000,2021-02-20 23:59:59.999,712213.65387700,6067,14894115.30000000,370113.33050500,0,MITHUSDT,NO_PATTERN,0.0,100.67220245156187,102.80743376828785,94.93871095294583,1,,
2021-02-20,0.15339,0.17998,0.15172,0.17174,415950715.40000000,2021-02-20 23:59:59.999,69855757.69808700,138350,210747319.80000000,35404308.65463600,0,MATICUSDT,NO_PATTERN,0.0,111.96297020666275,117.33489797248843,98.9112719212465,1,,
2021-02-20,22.898,24.498,22.266,23.88,1553984.26400000,2021-02-20 23:59:59.999,36515435.15005700,60105,790151.79300000,18571540.86296600,0,ATOMUSDT,NO_PATTERN,0.0,104.28858415582147,106.9875098261857,97.23993361865665,1,,
2021-02-20,0.086839,0.099,0.079338,0.091467,168728106.00000000,2021-02-20 23:59:59.999,14274197.94578400,42259,83944240.00000000,7070952.49191100,0,TFUELUSDT,NO_PATTERN,0.0,105.32940268773248,114.00407650940248,91.36217598083812,1,,
2021-02-20,0.03269,0.035,0.03138,0.03192,194975457.70000000,2021-02-20 23:59:59.999,6419419.50687700,33325,109332515.90000000,3616621.72937600,0,ONEUSDT,NO_PATTERN,0.0,97.64453961456103,107.06638115631695,95.99265830529214,1,,
2021-02-20,0.24182,0.29,0.22807,0.27524,125493964.80000000,2021-02-20 23:59:59.999,33585644.89426900,73644,70281136.10000000,18794549.95982500,0,FTMUSDT,NO_PATTERN,0.0,113.82019684062526,119.92391034653873,94.31395252667272,1,,
2021-02-20,1.371,1.39,1.3245,1.3706,16252633.26000000,2021-02-20 23:59:59.999,22008787.66658900,49677,7825444.19000000,10603312.90644700,0,ALGOUSDT,CDLMATCHINGLOW_Bull,1.0,99.9708242159008,101.38584974471188,96.60831509846827,1,7.0,100.0
2021-02-20,0.02592,0.02647,0.02554,0.02635,14621966.10000000,2021-02-20 23:59:59.999,380241.84626600,3398,6683293.80000000,174114.06956600,0,GTOUSDT,NO_PATTERN,0.0,101.65895061728396,102.12191358024691,98.53395061728396,1,,
2021-02-20,0.055033,0.0553865,0.053,0.054633,1158719526.00000000,2021-02-20 23:59:59.999,62654480.44656870,105921,562155054.00000000,30419736.20525600,0,DOGEUSDT,CDLMATCHINGLOW_Bull,2.0,99.27316337470245,100.6423418676067,96.30585285192521,1,7.0,100.0
2021-02-20,0.23,0.244,0.2209,0.2373,3225543.90000000,2021-02-20 23:59:59.999,743435.26101500,5782,1642684.13000000,378442.05872700,0,DUSKUSDT,NO_PATTERN,0.0,103.17391304347827,106.08695652173911,96.04347826086956,1,,
2021-02-20,0.028974,0.030751,0.028,0.030223,137254503.00000000,2021-02-20 23:59:59.999,4006734.10344000,20196,69328743.00000000,2029591.18260800,0,ANKRUSDT,NO_PATTERN,0.0,104.31076137226478,106.13308483467938,96.63836543107614,1,,
2021-02-20,0.00025578,0.000261,0.00024478,0.00025451,6815836540.00000000,2021-02-20 23:59:59.999,1710249.26265374,14286,3323427460.00000000,834476.68251148,0,WINUSDT,NO_PATTERN,0.0,99.50347955274064,102.04081632653062,95.69942919696615,1,,
2021-02-20,0.01889,0.0197,0.01866,0.01888,37407867.30000000,2021-02-20 23:59:59.999,711607.69601800,8733,17820842.30000000,339798.08759200,0,COSUSDT,CDLHIKKAKE_Bear,1.0,99.94706193753309,104.28798305982001,98.78242456326099,1,83.0,100.0
2021-02-20,0.0013762,0.0014416,0.001336,0.0014371,3347215233.00000000,2021-02-20 23:59:59.999,4642292.04665910,17718,1616290419.00000000,2245949.61914300,0,NPXSUSDT,NO_PATTERN,0.0,104.42522889114953,104.75221624763842,97.07891294869931,1,,
2021-02-20,0.9915,0.9994,0.94,0.9685,1783366.42000000,2021-02-20 23:59:59.999,1722550.91498900,10166,740386.62000000,716892.17257800,0,COCOSUSDT,NO_PATTERN,0.0,97.68028240040343,100.79677256681794,94.80584972264245,1,,
2021-02-20,1.035,1.0627,0.9838,1.0491,496756.25000000,2021-02-20 23:59:59.999,504271.02763500,3729,264062.52000000,269705.01602500,0,MTLUSDT,CDLHIKKAKE_Bear,1.0,101.36231884057972,102.67632850241546,95.05314009661836,1,83.0,100.0
2021-02-20,2.0887,2.1245,1.9815,2.1055,1317762.78000000,2021-02-20 23:59:59.999,2695625.01101100,13521,713347.11000000,1461828.14710200,0,TOMOUSDT,NO_PATTERN,0.0,100.8043280509408,101.71398477521905,94.86762100828268,1,,
2021-02-20,0.07544,0.07571,0.07242,0.0752,10543869.30000000,2021-02-20 23:59:59.999,776541.62509700,4913,4380386.40000000,323196.55115800,0,PERLUSDT,CDLMATCHINGLOW_Bull,2.0,99.68186638388124,100.35790031813363,95.99681866383882,1,7.0,100.0
2021-02-20,0.001353,0.0014197,0.0013075,0.0013654,1312733511.00000000,2021-02-20 23:59:59.999,1803850.90741330,12819,654695618.00000000,900979.58275900,0,DENTUSDT,NO_PATTERN,0.0,100.91648189209164,104.92978566149299,96.63710273466371,1,,
2021-02-20,0.020845,0.020963,0.019392,0.019994,184710391.00000000,2021-02-20 23:59:59.999,3666263.09274600,14828,103484061.00000000,2054536.69023300,0,MFTUSDT,NO_PATTERN,0.0,95.91748620772368,100.56608299352364,93.02950347805229,1,,
2021-02-20,0.008112,0.01072,0.007536,0.009636,1043815892.00000000,2021-02-20 23:59:59.999,9813067.95424000,32279,556468042.00000000,5260073.30766900,0,KEYUSDT,NO_PATTERN,0.0,118.78698224852073,132.14990138067063,92.89940828402368,1,,
2021-02-20,0.049001,0.0495,0.047444,0.049389,10074014.00000000,2021-02-20 23:59:59.999,487206.66489000,2908,4520707.00000000,219243.55384900,0,DOCKUSDT,CDLHIKKAKE_Bull,1.0,100.79182057509031,101.01834656435582,96.82251382624844,1,85.0,100.0
2021-02-20,1.1513,1.1529,0.9855,1.1033,1500916.37000000,2021-02-20 23:59:59.999,1633240.78530200,10187,670652.43000000,731753.78316100,0,WANUSDT,NO_PATTERN,0.0,95.83079996525666,100.13897333449144,85.59888821332407,1,,
2021-02-20,0.035044,0.035489,0.033701,0.035394,12931511.00000000,2021-02-20 23:59:59.999,445849.31487200,3814,5849377.00000000,201877.86183200,0,FUNUSDT,NO_PATTERN,0.0,100.99874443556673,101.26983221093482,96.167674922954,1,,
2021-02-20,0.51036,0.51167,0.4732,0.48905,8651113.30000000,2021-02-20 23:59:59.999,4204438.07444400,17491,4299165.00000000,2089761.45039700,0,CVCUSDT,NO_PATTERN,0.0,95.82451602790186,100.25668155811583,92.7188651148209,1,,
2021-02-20,0.053329,0.056,0.0498,0.055048,360599452.00000000,2021-02-20 23:59:59.999,18670775.12992100,52129,177299122.00000000,9187346.58762100,0,CHZUSDT,NO_PATTERN,0.0,103.22338690018564,105.00853194322039,93.38258733522098,1,,
2021-02-20,18.2174,18.4704,17.2,18.0499,648073.86000000,2021-02-20 23:59:59.999,11446286.23803500,28691,285234.66000000,5046189.45527300,0,BANDUSDT,NO_PATTERN,0.0,99.0805493648929,101.38878215332593,94.41522939607188,1,,
2021-02-20,0.9998,1.0001,0.9994,0.9998,380701673.18000000,2021-02-20 23:59:59.999,380599473.98709900,176818,180613149.68000000,180571772.33235000,0,BUSDUSDT,CDLHIKKAKE_Bull,1.0,100.0,100.03000600120025,99.95999199839967,1,85.0,100.0
2021-02-20,0.7027,0.7142,0.6746,0.7102,732020.90000000,2021-02-20 23:59:59.999,510804.15489900,5077,327013.85000000,228641.22606900,0,BEAMUSDT,NO_PATTERN,0.0,101.06731179735307,101.63654475594137,96.00113846591718,1,,
2021-02-20,4.9707,5.0698,4.8,5.0166,3421604.76000000,2021-02-20 23:59:59.999,16960838.70892700,34000,1627159.24000000,8068998.77078700,0,XTZUSDT,NO_PATTERN,0.0,100.92341118957088,101.99368298227614,96.56587603355663,1,,
2021-02-20,1.75196,1.84,1.5044,1.51,25429783.50000000,2021-02-20 23:59:59.999,42671699.31867200,91828,12401603.20000000,20879886.39003000,0,RENUSDT,NO_PATTERN,0.0,86.18918240142469,105.02522888650428,85.86954040046577,1,,
2021-02-20,0.14526,0.22031,0.13894,0.21611,460414230.90000000,2021-02-20 23:59:59.999,86084784.39120600,151286,251990299.50000000,46925820.50220800,0,RVNUSDT,NO_PATTERN,0.0,148.77461104226904,151.66597824590391,95.64918077929231,1,,
2021-02-20,0.15239,0.15331,0.14414,0.14793,48039348.80000000,2021-02-20 23:59:59.999,7068202.76244100,17717,23946872.50000000,3526187.63102000,0,HBARUSDT,CDLXSIDEGAP3METHODS_Bull,1.0,97.07329877288537,100.60371415447209,94.58625894087538,1,27.0,100.0
2021-02-20,0.05445,0.056,0.0521,0.05405,6359939.10000000,2021-02-20 23:59:59.999,340023.16404600,2268,3141006.10000000,169104.70011100,0,NKNUSDT,CDLTASUKIGAP_Bull,2.0,99.26538108356291,102.84664830119377,95.68411386593205,1,5.0,100.0
2021-02-20,0.8369,0.8551,0.7975,0.829,3909490.01000000,2021-02-20 23:59:59.999,3191172.94854600,12244,1574496.74000000,1288200.01285100,0,STXUSDT,NO_PATTERN,0.0,99.05604014816585,102.17469231688374,95.29214959971323,1,,
2021-02-20,4.965,4.994,4.7,4.9369,1426805.67000000,2021-02-20 23:59:59.999,6914669.34353700,22044,647794.60000000,3139042.84226000,0,KAVAUSDT,CDLMATCHINGLOW_Bull,1.0,99.43403826787512,100.5840886203424,94.662638469285,1,7.0,100.0
2021-02-20,0.04776,0.0495,0.04705,0.04825,25002359.20000000,2021-02-20 23:59:59.999,1204715.77649700,8748,12298055.50000000,593666.14274800,0,ARPAUSDT,NO_PATTERN,0.0,101.02596314907875,103.64321608040201,98.51340033500838,1,,
2021-02-20,0.024646,0.026,0.023761,0.025003,51791726.00000000,2021-02-20 23:59:59.999,1270809.76785000,11460,26742212.00000000,657589.36888400,0,IOTXUSDT,CDLHIKKAKE_Bull,1.0,101.44851091455003,105.4937920960805,96.4091536151911,1,85.0,100.0
2021-02-20,2.143,2.2124,2.0718,2.1836,534716.19000000,2021-02-20 23:59:59.999,1139847.00418000,9169,252076.08000000,537224.05292700,0,RLCUSDT,NO_PATTERN,0.0,101.89454036397576,103.23845076994868,96.67755482967803,1,,
2021-02-20,0.2203,0.2209,0.21,0.2188,1742580.46000000,2021-02-20 23:59:59.999,376977.96776100,2753,731290.74000000,158620.99546300,0,CTXCUSDT,CDLMATCHINGLOW_Bull,1.0,99.31911030413073,100.27235587834771,95.32455742169769,1,7.0,100.0
2021-02-20,718.95,748.88,708.22,740.8,121745.73346000,2021-02-20 23:59:59.999,88523826.38644060,71061,61425.66942000,44685063.89496500,0,BCHUSDT,NO_PATTERN,0.0,103.03915432227552,104.163015508728,98.50754572640656,3,,
2021-02-20,0.0089863,0.0094645,0.0088617,0.0092336,47868875.00000000,2021-02-20 23:59:59.999,438991.32354650,4576,28568402.00000000,262292.78354570,0,TROYUSDT,CDLHIKKAKE_Bear,2.0,102.75196688292179,105.32143373802344,98.61344491058613,1,83.0,100.0
2021-02-20,0.0393,0.04103,0.03873,0.03955,14576015.70000000,2021-02-20 23:59:59.999,575149.04706800,2191,7185774.70000000,283797.21682500,0,VITEUSDT,CDLGAPSIDESIDEWHITE_Bull,1.0,100.63613231552162,104.40203562340966,98.54961832061069,1,46.0,100.0
2021-02-20,34.565,35.0,33.0,33.716,320829.23400000,2021-02-20 23:59:59.999,10847529.22482800,17270,140794.93700000,4770273.90074000,0,FTTUSDT,NO_PATTERN,0.0,97.54375813684364,101.25849848112254,95.47229856791553,1,,
2021-02-20,1.2105,1.2196,1.2093,1.2143,20866403.39000000,2021-02-20 23:59:59.999,25331058.68978500,56499,9753989.39000000,11841514.15454700,0,EURUSDT,NO_PATTERN,0.0,100.31391986782322,100.75175547294508,99.9008674101611,1,,
2021-02-20,0.3788,0.3936,0.3631,0.3904,6406983.12000000,2021-02-20 23:59:59.999,2431148.15591600,10423,3202093.97000000,1217471.33057700,0,OGNUSDT,NO_PATTERN,0.0,103.0623020063358,103.90707497360083,95.85533262935584,1,,
2021-02-20,0.008027,0.008064,0.007537,0.007949,24831061.00000000,2021-02-20 23:59:59.999,196302.10257300,1874,8255659.00000000,65289.30091000,0,DREPUSDT,CDLHIKKAKE_Bull,1.0,99.02827955649683,100.46094431294381,93.89560234209544,1,85.0,100.0
2021-02-20,0.026779,0.027294,0.026166,0.026938,13048808.00000000,2021-02-20 23:59:59.999,347245.81718100,2426,6270543.00000000,166949.83227500,0,TCTUSDT,NO_PATTERN,0.0,100.59374883304082,101.92314873594981,97.71089286381118,1,,
2021-02-20,0.31712,0.35,0.29406,0.31314,21549144.20000000,2021-02-20 23:59:59.999,6754051.88218400,31153,10133631.40000000,3186477.59728400,0,WRXUSDT,NO_PATTERN,0.0,98.74495459132189,110.36831483350151,92.72830474268416,1,,
2021-02-20,0.06338,0.06524,0.0607,0.06457,26408795.30000000,2021-02-20 23:59:59.999,1678570.49429200,8361,12204122.70000000,774015.42110100,0,BTSUSDT,CDLGAPSIDESIDEWHITE_Bull,1.0,101.877563900284,102.9346797096876,95.7715367623856,1,46.0,100.0
2021-02-20,3.8719,4.3464,3.6836,4.0056,1236915.98000000,2021-02-20 23:59:59.999,5008893.42172900,19180,615615.31000000,2482402.63283700,0,LSKUSDT,NO_PATTERN,0.0,103.45308504868412,112.25496526253261,95.13675456494228,1,,
2021-02-20,5.4611,5.5171,5.2069,5.3965,1448535.44000000,2021-02-20 23:59:59.999,7746934.79774800,14267,719017.28000000,3843503.22688100,0,BNTUSDT,CDLHIKKAKE_Bull,1.0,98.81708813242753,101.02543443628574,95.34526011243156,1,85.0,100.0
2021-02-20,0.38483,0.39,0.37,0.38608,1603608.50000000,2021-02-20 23:59:59.999,607648.11896200,3680,1008496.10000000,382386.22993100,0,LTOUSDT,NO_PATTERN,0.0,100.32481875113686,101.34345035470207,96.14635033651223,1,,
2021-02-20,0.1736,0.1774,0.1617,0.1759,9249166.75000000,2021-02-20 23:59:59.999,1574877.19840000,10086,4175542.04000000,710988.42996000,0,AIONUSDT,CDLHIKKAKE_Bull,1.0,101.32488479262673,102.18894009216591,93.14516129032259,1,85.0,100.0
2021-02-20,0.003978,0.003981,0.003656,0.003802,228359741.00000000,2021-02-20 23:59:59.999,863411.68666400,7110,113227844.00000000,427955.27035200,0,MBLUSDT,CDLHIKKAKE_Bear,2.0,95.57566616390146,100.07541478129713,91.90548014077426,1,83.0,100.0
2021-02-20,0.17175,0.183,0.1675,0.17518,35955192.70000000,2021-02-20 23:59:59.999,6316791.67118500,24731,17740575.60000000,3119828.27939300,0,COTIUSDT,NO_PATTERN,0.0,101.99708879184861,106.55021834061134,97.5254730713246,1,,
2021-02-20,0.04673,0.0468,0.041,0.04467,33880636.90000000,2021-02-20 23:59:59.999,1488573.13967600,8812,14360344.10000000,634887.87790100,0,STPTUSDT,CDLENGULFING_Bear,1.0,95.59169698266639,100.14979670447251,87.73806976246523,1,91.0,100.0
2021-02-20,1.1311,1.1413,1.0859,1.1245,914045.47000000,2021-02-20 23:59:59.999,1014584.54085300,6614,490336.42000000,543917.13586300,0,WTCUSDT,CDLMATCHINGLOW_Bull,1.0,99.41649721510035,100.90177703120855,96.00389001856601,1,7.0,100.0
